sourceName,startDate,endDate,activityType,duration,durationUnit,duration,durationUnit ,totalEnergyBurned,HKWeatherHumidity,HKIndoorWorkout,HKWeatherTemperature,HKTimeZone,HKAverageMETs
Susan’s Apple Watch,2023-06-20 02:01:42 +0000,2023-06-20 05:02:30 +0000,Pickleball,9430.994242,sec,157.1832374,min,1146.72 kcal,6100 %,0,61.43 degF,America/Los_Angeles,7.06886 kcal/hr·kg
Susan’s Apple Watch,2023-06-23 02:20:44 +0000,2023-06-23 04:59:08 +0000,Pickleball,6321.668074,sec,105.3611346,min,830.632 kcal,6900 %,0,61.7 degF,America/Los_Angeles,6.93623 kcal/hr·kg
Susan’s Apple Watch,2023-06-24 02:12:28 +0000,2023-06-24 04:59:35 +0000,Pickleball,8533.54581,sec,142.2257635,min,1021.85 kcal,6600 %,0,62.618 degF,America/Los_Angeles,6.52081 kcal/hr·kg
Susan’s Apple Watch,2023-06-24 21:57:03 +0000,2023-06-24 23:14:12 +0000,Pickleball,3579.534958,sec,59.65891597,min,330.818 kcal,5700 %,0,68.99 degF,America/Los_Angeles,5.98928 kcal/hr·kg
Susan’s Apple Watch,2023-06-25 02:45:30 +0000,2023-06-25 04:16:01 +0000,Pickleball,4884.052064,sec,81.40086773,min,578.064 kcal,7400 %,0,60.152 degF,America/Los_Angeles,6.80605 kcal/hr·kg
Susan’s Apple Watch,2023-06-28 01:14:19 +0000,2023-06-28 03:10:14 +0000,Pickleball,5076.231899,sec,84.60386498,min,571.746 kcal,6700 %,0,63.392 degF,America/Los_Angeles,5.60086 kcal/hr·kg
Susan’s Apple Watch,2023-06-30 01:41:54 +0000,2023-06-30 04:53:50 +0000,Pickleball,8613.843224,sec,143.5640537,min,922.715 kcal,5800 %,0,73.994 degF,America/Los_Angeles,5.77289 kcal/hr·kg
Susan’s Apple Watch,2023-07-01 02:16:37 +0000,2023-07-01 04:47:44 +0000,Pickleball,8622.077465,sec,143.7012911,min,1031.08 kcal,5800 %,0,73.562 degF,America/Los_Angeles,7.22743 kcal/hr·kg
Susan’s Apple Watch,2023-07-02 02:58:25 +0000,2023-07-02 05:01:41 +0000,Pickleball,6127.301229,sec,102.1216872,min,924.702 kcal,3800 %,0,86.144 degF,America/Los_Angeles,8.10594 kcal/hr·kg
Susan’s Apple Watch,2023-07-04 02:20:48 +0000,2023-07-04 05:01:12 +0000,Pickleball,8671.672026,sec,144.5278671,min,1150.58 kcal,6500 %,0,68.954 degF,America/Los_Angeles,7.92959 kcal/hr·kg
Susan’s Apple Watch,2023-07-05 00:13:04 +0000,2023-07-05 01:52:51 +0000,Pickleball,4248.769255,sec,70.81282092,min,482.805 kcal,7500 %,0,61.574 degF,America/Los_Angeles,5.96124 kcal/hr·kg
Susan’s Apple Watch,2023-07-08 01:50:27 +0000,2023-07-08 04:53:17 +0000,Pickleball,10040.05928,sec,167.3343213,min,1209.25 kcal,7100 %,0,61.808 degF,America/Los_Angeles,7.07852 kcal/hr·kg
Susan’s Apple Watch,2023-07-09 00:34:12 +0000,2023-07-09 03:36:33 +0000,Pickleball,10787.50112,sec,179.7916853,min,1013.77 kcal,6800 %,0,63.284 degF,America/Los_Angeles,5.66258 kcal/hr·kg
Susan’s Apple Watch,2023-07-12 02:25:16 +0000,2023-07-12 04:33:09 +0000,Pickleball,7346.850114,sec,122.4475019,min,832.565 kcal,5600 %,0,71.852 degF,America/Los_Angeles,7.0251 kcal/hr·kg
Susan’s Apple Watch,2023-07-14 02:05:54 +0000,2023-07-14 03:53:48 +0000,Pickleball,3987.981966,sec,66.4663661,min,509.493 kcal,5500 %,0,72.626 degF,America/Los_Angeles,6.3955 kcal/hr·kg
Susan’s Apple Watch,2023-07-15 01:58:30 +0000,2023-07-15 04:55:42 +0000,Pickleball,9666.712247,sec,161.1118708,min,1226.28 kcal,5700 %,0,74.768 degF,America/Los_Angeles,7.50375 kcal/hr·kg
Susan’s Apple Watch,2023-07-15 22:49:26 +0000,2023-07-16 00:09:14 +0000,Pickleball,4770.205108,sec,79.50341847,min,586.577 kcal,6600 %,0,69.35 degF,America/Los_Angeles,7.78543 kcal/hr·kg
Susan’s Apple Watch,2023-07-16 03:24:22 +0000,2023-07-16 04:43:59 +0000,Pickleball,4043.445543,sec,67.39075905,min,456.868 kcal,7000 %,0,70.502 degF,America/Los_Angeles,6.89982 kcal/hr·kg
Susan’s Apple Watch,2023-07-17 02:56:27 +0000,2023-07-17 05:00:21 +0000,Pickleball,6385.49213,sec,106.4248688,min,746.156 kcal,6200 %,0,70.322 degF,America/Los_Angeles,6.97367 kcal/hr·kg
Susan’s Apple Watch,2023-07-18 02:44:45 +0000,2023-07-18 04:22:20 +0000,Pickleball,4506.428701,sec,75.10714502,min,613.696 kcal,5500 %,0,73.544 degF,America/Los_Angeles,8.04232 kcal/hr·kg
Susan’s Apple Watch,2023-07-20 01:35:33 +0000,2023-07-20 04:43:45 +0000,Pickleball,5368.742972,sec,89.47904953,min,750.788 kcal,6000 %,0,71.294 degF,America/Los_Angeles,6.10057 kcal/hr·kg
Susan’s Apple Watch,2023-07-21 02:18:21 +0000,2023-07-21 04:40:19 +0000,Pickleball,6928.410646,sec,115.4735108,min,703.553 kcal,5100 %,0,73.976 degF,America/Los_Angeles,5.93726 kcal/hr·kg
Susan’s Apple Watch,2023-07-23 00:23:58 +0000,2023-07-23 03:26:24 +0000,Pickleball,7145.617074,sec,119.0936179,min,825.718 kcal,4800 %,0,80.42 degF,America/Los_Angeles,6.02466 kcal/hr·kg
Susan’s Apple Watch,2023-07-24 02:02:41 +0000,2023-07-24 03:54:07 +0000,Pickleball,5444.447186,sec,90.74078643,min,669.665 kcal,5900 %,0,69.458 degF,America/Los_Angeles,6.94456 kcal/hr·kg
Susan’s Apple Watch,2023-07-25 02:39:18 +0000,2023-07-25 04:11:09 +0000,Pickleball,4895.460883,sec,81.59101472,min,644.604 kcal,5900 %,0,69.602 degF,America/Los_Angeles,7.82258 kcal/hr·kg
Susan’s Apple Watch,2023-07-27 01:30:14 +0000,2023-07-27 04:53:07 +0000,Pickleball,7894.058458,sec,131.567641,min,1031.88 kcal,5700 %,0,72.464 degF,America/Los_Angeles,6.99173 kcal/hr·kg
Susan’s Apple Watch,2023-07-29 02:12:33 +0000,2023-07-29 04:59:32 +0000,Pickleball,8318.770324,sec,138.6461721,min,1104.63 kcal,5400 %,0,70.214 degF,America/Los_Angeles,8.00826 kcal/hr·kg
Susan’s Apple Watch,2023-07-30 02:23:39 +0000,2023-07-30 03:22:01 +0000,Pickleball,3501.4644,sec,58.35774,min,332.489 kcal,5600 %,0,68.846 degF,America/Los_Angeles,5.25324 kcal/hr·kg
Susan’s Apple Watch,2023-08-03 01:32:03 +0000,2023-08-03 04:51:57 +0000,Pickleball,8898.259286,sec,148.3043214,min,1211.38 kcal,6800 %,0,66.218 degF,America/Los_Angeles,7.34689 kcal/hr·kg
Susan’s Apple Watch,2023-08-04 02:01:48 +0000,2023-08-04 05:06:00 +0000,Pickleball,9815.805418,sec,163.596757,min,1299.1 kcal,7800 %,0,64.202 degF,America/Los_Angeles,7.89186 kcal/hr·kg
Susan’s Apple Watch,2023-08-06 01:25:32 +0000,2023-08-06 04:57:20 +0000,Pickleball,10165.29665,sec,169.4216109,min,1347.92 kcal,5800 %,0,73.31 degF,America/Los_Angeles,7.63779 kcal/hr·kg
Susan’s Apple Watch,2023-08-07 03:23:19 +0000,2023-08-07 05:09:20 +0000,Pickleball,4128.864883,sec,68.81441472,min,571.841 kcal,4200 %,0,78.35 degF,America/Los_Angeles,7.72229 kcal/hr·kg
Susan’s Apple Watch,2023-08-09 02:09:24 +0000,2023-08-09 04:50:17 +0000,Pickleball,7589.402219,sec,126.490037,min,894.9 kcal,6700 %,0,69.386 degF,America/Los_Angeles,6.80755 kcal/hr·kg
Susan’s Apple Watch,2023-08-10 01:59:34 +0000,2023-08-10 04:59:07 +0000,Pickleball,8756.252246,sec,145.9375374,min,1003.18 kcal,6300 %,0,70.484 degF,America/Los_Angeles,6.49755 kcal/hr·kg
Susan’s Apple Watch,2023-08-11 02:10:53 +0000,2023-08-11 04:50:53 +0000,Pickleball,7317.292038,sec,121.9548673,min,809.487 kcal,6200 %,0,72.086 degF,America/Los_Angeles,6.58027 kcal/hr·kg
Susan’s Apple Watch,2023-08-13 02:28:03 +0000,2023-08-13 04:07:30 +0000,Pickleball,5487.591521,sec,91.45985868,min,542.498 kcal,6600 %,0,70.916 degF,America/Los_Angeles,5.81486 kcal/hr·kg
Susan’s Apple Watch,2023-08-17 02:13:24 +0000,2023-08-17 04:19:58 +0000,Pickleball,6239.807691,sec,103.9967949,min,821.26 kcal,6500 %,0,74.174 degF,America/Los_Angeles,7.93653 kcal/hr·kg
Susan’s Apple Watch,2023-08-19 02:12:00 +0000,2023-08-19 04:59:48 +0000,Pickleball,4535.385786,sec,75.5897631,min,544.421 kcal,6500 %,0,71.672 degF,America/Los_Angeles,6.44915 kcal/hr·kg
Susan’s Apple Watch,2023-08-20 03:24:00 +0000,2023-08-20 05:02:26 +0000,Pickleball,5227.845164,sec,87.13075273,min,714.532 kcal,7400 %,0,67.046 degF,America/Los_Angeles,8.33818 kcal/hr·kg
Susan’s Apple Watch,2023-08-21 02:50:08 +0000,2023-08-21 04:35:54 +0000,Pickleball,5614.623419,sec,93.57705698,min,803.867 kcal,6300 %,0,70.358 degF,America/Los_Angeles,8.41766 kcal/hr·kg
Susan’s Apple Watch,2023-08-24 01:42:57 +0000,2023-08-24 05:02:17 +0000,Pickleball,8264.265292,sec,137.7377549,min,1064 kcal,4900 %,0,82.508 degF,America/Los_Angeles,6.91291 kcal/hr·kg
Susan’s Apple Watch,2023-08-25 02:42:30 +0000,2023-08-25 05:02:57 +0000,Pickleball,6558.309579,sec,109.3051597,min,809.939 kcal,6900 %,0,71.402 degF,America/Los_Angeles,6.90927 kcal/hr·kg
Susan’s Apple Watch,2023-08-26 02:26:44 +0000,2023-08-26 05:00:31 +0000,Pickleball,7411.925806,sec,123.5320968,min,944.064 kcal,7100 %,0,67.388 degF,America/Los_Angeles,7.09634 kcal/hr·kg
Susan’s Apple Watch,2023-08-27 01:56:05 +0000,2023-08-27 05:02:21 +0000,Pickleball,10202.09746,sec,170.0349576,min,1102.38 kcal,6600 %,0,68.72 degF,America/Los_Angeles,6.38842 kcal/hr·kg
Susan’s Apple Watch,2023-08-30 01:56:32 +0000,2023-08-30 05:02:58 +0000,Pickleball,7413.785897,sec,123.5630983,min,926.539 kcal,5300 %,0,74.462 degF,America/Los_Angeles,6.07694 kcal/hr·kg
Susan’s Apple Watch,2023-08-31 02:26:28 +0000,2023-08-31 05:05:55 +0000,Pickleball,6265.376723,sec,104.4229454,min,793.729 kcal,3600 %,0,79.826 degF,America/Los_Angeles,6.89871 kcal/hr·kg
Susan’s Apple Watch,2023-09-02 01:45:32 +0000,2023-09-02 05:05:22 +0000,Pickleball,9949.615335,sec,165.8269223,min,1314.51 kcal,7700 %,0,65.768 degF,America/Los_Angeles,7.54271 kcal/hr·kg
Susan’s Apple Watch,2023-09-03 03:18:04 +0000,2023-09-03 04:59:16 +0000,Pickleball,2890.396712,sec,48.17327853,min,427.767 kcal,7600 %,0,65.93 degF,America/Los_Angeles,6.4619 kcal/hr·kg
Susan’s Apple Watch,2023-09-07 01:56:47 +0000,2023-09-07 05:00:29 +0000,Pickleball,8971.121594,sec,149.5186932,min,1191.41 kcal,6200 %,0,70.304 degF,America/Los_Angeles,7.34782 kcal/hr·kg
Susan’s Apple Watch,2023-09-08 01:58:01 +0000,2023-09-08 04:42:02 +0000,Pickleball,8007.221876,sec,133.4536979,min,1058.14 kcal,6000 %,0,70.718 degF,America/Los_Angeles,7.96606 kcal/hr·kg
Susan’s Apple Watch,2023-09-10 22:20:07 +0000,2023-09-10 22:31:37 +0000,Pickleball,689.2063509,sec,11.48677252,min,67.7157 kcal,5900 %,0,80.456 degF,America/Los_Angeles,6.27719 kcal/hr·kg
Susan’s Apple Watch,2023-09-14 02:24:08 +0000,2023-09-14 05:00:28 +0000,Pickleball,6847.364111,sec,114.1227352,min,755.504 kcal,7200 %,0,67.388 degF,America/Los_Angeles,6.51578 kcal/hr·kg
Susan’s Apple Watch,2023-09-15 03:33:41 +0000,2023-09-15 05:02:00 +0000,Pickleball,4405.050542,sec,73.41750903,min,619.878 kcal,8200 %,0,63.842 degF,America/Los_Angeles,8.12294 kcal/hr·kg
Susan’s Apple Watch,2023-09-16 02:08:51 +0000,2023-09-16 04:51:21 +0000,Pickleball,5435.877803,sec,90.59796338,min,583.045 kcal,7600 %,0,67.208 degF,America/Los_Angeles,4.61147 kcal/hr·kg
Susan’s Apple Watch,2023-09-17 00:25:02 +0000,2023-09-17 04:19:36 +0000,Pickleball,12116.50631,sec,201.9417719,min,1217.47 kcal,6700 %,0,70.502 degF,America/Los_Angeles,5.62927 kcal/hr·kg
Susan’s Apple Watch,2023-09-21 01:55:30 +0000,2023-09-21 04:37:06 +0000,Pickleball,6578.136169,sec,109.6356028,min,852.329 kcal,7200 %,0,65.138 degF,America/Los_Angeles,6.70479 kcal/hr·kg
Susan’s Apple Watch,2023-09-23 02:08:05 +0000,2023-09-23 04:43:33 +0000,Pickleball,7864.997458,sec,131.083291,min,963.374 kcal,7100 %,0,63.248 degF,America/Los_Angeles,7.03543 kcal/hr·kg
Susan’s Apple Watch,2023-09-24 01:22:27 +0000,2023-09-24 04:47:10 +0000,Pickleball,10891.93442,sec,181.5322403,min,1008.28 kcal,6600 %,0,64.436 degF,America/Los_Angeles,5.22447 kcal/hr·kg
Susan’s Apple Watch,2023-09-28 02:34:09 +0000,2023-09-28 05:07:27 +0000,Pickleball,7268.772017,sec,121.1462003,min,906.061 kcal,7700 %,0,65.732 degF,America/Los_Angeles,7.43282 kcal/hr·kg
Susan’s Apple Watch,2023-09-29 03:41:14 +0000,2023-09-29 04:54:53 +0000,Pickleball,3145.932703,sec,52.43221172,min,388.986 kcal,7800 %,0,61.502 degF,America/Los_Angeles,7.66047 kcal/hr·kg
Susan’s Apple Watch,2023-09-30 01:58:41 +0000,2023-09-30 04:56:33 +0000,Pickleball,8849.210544,sec,147.4868424,min,1063.43 kcal,8300 %,0,62.78 degF,America/Los_Angeles,6.96845 kcal/hr·kg
Susan’s Apple Watch,2023-10-01 22:05:31 +0000,2023-10-02 00:26:43 +0000,Pickleball,5100.785593,sec,85.01309322,min,710.933 kcal,4100 %,0,74.948 degF,America/Los_Angeles,8.04223 kcal/hr·kg
Susan’s Apple Watch,2023-10-04 22:36:35 +0000,2023-10-05 01:17:10 +0000,Pickleball,5840.197182,sec,97.3366197,min,841.797 kcal,3800 %,0,85.73 degF,America/Los_Angeles,7.79617 kcal/hr·kg
Susan’s Apple Watch,2023-10-05 21:30:45 +0000,2023-10-05 23:23:28 +0000,Pickleball,4967.390094,sec,82.7898349,min,710.718 kcal,3400 %,0,86.9 degF,America/Los_Angeles,7.65003 kcal/hr·kg
Susan’s Apple Watch,2023-10-07 02:50:20 +0000,2023-10-07 04:51:45 +0000,Pickleball,5856.028048,sec,97.60046747,min,716.807 kcal,4300 %,0,78.854 degF,America/Los_Angeles,6.82712 kcal/hr·kg
Susan’s Apple Watch,2023-10-08 01:36:30 +0000,2023-10-08 04:56:19 +0000,Pickleball,10718.85643,sec,178.6476071,min,1319.6 kcal,4400 %,0,80.672 degF,America/Los_Angeles,7.17689 kcal/hr·kg
Susan’s Apple Watch,2023-10-10 02:21:20 +0000,2023-10-10 04:41:59 +0000,Pickleball,7972.549523,sec,132.8758254,min,823.56 kcal,7700 %,0,66.866 degF,America/Los_Angeles,6.37432 kcal/hr·kg
